id,date,amount,merchant,reference,currency
B79,2025-10-14,289,GooglePlay,HBEQ9DFNJ0,INR
B80,2025-11-24,504,MakeMyTrip,LQWTQP347X,INR
B81,2025-11-05,1519,makemytrip,CYI0OZ3PO1,INR
B82,2025-10-19,2505,Air.India,H48RQUEZWA,INR
B83,2025-10-15,24996,Amazon.India,AHB672XOC6,INR
B84,2025-11-23,288,ola,15PTNWFDZG,INR
B85,2025-11-18,993,BigBasket,J39BEW3B1E,INR
B86,2025-11-01,501,MYNTRA,PPT2KFPJK0,INR
B87,2025-11-11,493,Amazon India India,R2NNPBB4HI,INR
B88,2025-12-01,2478,indigo,QIHGXV1RK4,INR
B89,2025-11-24,209,Amazon,V6IUVHD8EL,INR
B90,2025-10-24,304,BookMyShow,NGMJ3AJNYL,INR
B91,2025-11-30,10009,IRCTC,G1HM712JLH,INR
B92,2025-11-04,985,DMART,AJZ8YN91DC,INR
B93,2025-10-03,14999,zomato,UN8IXF64UM,INR
B94,2025-11-16,303,irctc,MS62TLQ0H3,INR
B95,2025-10-28,818,irctc,M9CO1BQ0XN,INR
B96,2025-11-02,1475,BigBasket,50V3NWRHSG,INR
B97,2025-10-24,15020,AppleStore,VWRFXFL70J,INR
B98,2025-10-15,797,UBER,5IATOPV0R9,INR
B99,2025-11-04,305,BigBasket,SFAGKNMKZN,INR
B100,2025-11-20,507,amazon india,3KEDC5RX3K,INR
B101,2025-11-03,14996,paytm mall,QPRKLVSIWK,INR
B102,2025-11-04,25024,Google Play India,1Y4SCZOOD6,INR
B103,2025-10-19,491,Netflix,SIM5IJY6N5,INR
B104,2025-11-23,783,BookMyShow,PW7C1AV78G,INR
B105,2025-11-29,15007,IRCTC,G46LINOD5Q,INR
B106,2025-11-19,4986,reliance mart,F6SWT8897Z,INR
B107,2025-11-15,5011,IRCTC India,FK4CXA9IJF,INR
B108,2025-11-27,15019,MYNTRA,RRQL517L9I,INR
B109,2025-11-08,1001,Ola India,13QRUGPEFP,INR
B110,2025-11-09,9997,paytm mall,KZVXIX2YNB,INR
B111,2025-11-02,10024,AppleStore,SAIF0YEYC4,INR
B112,2025-10-30,14981,MakeMyTrip,OWUEXXU4TE,INR
B113,2025-11-28,485,Myntra,W2RF6DRT2B,INR
B114,2025-10-26,481,Myntra,Z4D0BDPQQI,INR
B115,2025-10-28,317,BigBasket,HZ4NX7KNDO,INR
B116,2025-10-04,821,Amazon India India,QGMGC4X6V1,INR
B117,2025-11-20,15017,zomato,DGL8N1OC2F,INR
B118,2025-11-22,1515,irctc,AEX436A4HU,INR
B119,2025-10-23,480,IRCTC,HI1SHQLJB7,INR
B120,2025-11-17,992,Uber,AV2UIK7D0K,INR
B121,2025-10-11,1496,Air,2A0XMEXUVI,INR
B122,2025-11-10,293,BigBasket,XM2Q8F8ZSW,INR
B123,2025-10-01,2502,Uber,IIE8LC886Q,INR
B124,2025-11-12,496,ZOMATO,NCC5N8U4K1,INR
B125,2025-10-02,4994,Zomato,1K917V7G4U,INR
B126,2025-10-16,979,swiggy,DCV2IR99RT,INR
B127,2025-10-04,185,Ola,M9TTW386KS,INR
B128,2025-10-26,491,NETFLIX,7AO5Q7ZUSL,INR
B129,2025-10-17,9998,Spotify,VPOWDEWIMU,INR
B130,2025-11-18,1001,APPLE STORE,8YTAFTH6Z4,INR
B131,2025-11-05,2484,AIR INDIA,VMXHH2X3T0,INR
B132,2025-10-08,325,swiggy,EWC8GNNH3Y,INR
B133,2025-10-15,14979,swiggy,MPVBX1UNZE,INR
B134,2025-10-20,803,Amazon India India,OY149DZQ40,INR
B135,2025-11-06,2482,irctc,F754A7XUDE,INR
B136,2025-11-11,4976,GOOGLE PLAY,PVG8BNYB7Z,INR
B137,2025-11-19,10002,IndiGo,JLOIAI0R2Q,INR
B138,2025-10-17,824,IndiGo,9FFQ57271O,INR
B139,2025-10-11,24984,Flipkart,WUFPUAP1V9,INR
B140,2025-11-28,213,BookMyShow,D29E1TBK4U,INR
B141,2025-11-13,485,ZOMATO,4VYH535SLN,INR
B142,2025-10-20,5003,Swiggy,X5F0GBU9XG,INR
B143,2025-11-12,14991,BookMyShow,EMDYMIOA2D,INR
B144,2025-11-21,1021,DMart India,5MODC71YOJ,INR
B145,2025-11-16,1001,Paytm Mall India,JJ7W1CZMTS,INR
B146,2025-10-01,25001,GooglePlay,U4V4J3VPEE,INR
B147,2025-11-03,10007,Amazon India India,898P92LO4P,INR
B148,2025-11-16,181,BigBasket,SN9ECMMKQI,INR
B149,2025-10-22,482,IRCTC,0RTGC8C73L,INR
B150,2025-10-04,10009,Paytm.Mall,VGM35JBMAI,INR
B151,2025-10-28,1518,Ola,FILNPTN0I2,INR
B152,2025-10-27,1013,BigBasket,FE3P6813IT,INR
B153,2025-11-16,15005,Netflix,F9K5IYA898,INR
B154,2025-10-31,15014,Netflix India,TU7DOTA0FP,INR
B155,2025-11-04,786,BigBasket,5J8HEYMHV1,INR
B156,2025-11-20,175,Netflix,A134Y68GQC,INR
B157,2025-11-13,798,apple store,TNHTMF39DM,INR
B158,2025-11-11,24994,Reliance.Mart,YBD4ZTDPN1,INR
B159,2025-10-04,500,Spotify India,5FGHSRD9AL,INR
B160,2025-10-17,1509,Ola India,HFO9FXIODU,INR
B161,2025-10-13,981,Uber,UJJXNBDC86,INR
B162,2025-10-27,1517,UBER,KK5ZOS99PF,INR
B163,2025-11-16,1519,Uber,1AFZJ0NHKJ,INR
B164,2025-11-16,9996,IndiGo,E2QXR1WYMD,INR
B165,2025-10-17,5021,indigo,VOYM8F2DQI,INR
B166,2025-10-06,10011,makemytrip,RXA4ZJ3FAN,INR
B167,2025-10-23,488,DMART,T82HLWDS2U,INR
B168,2025-10-31,791,IRCTC,UE8ATA4U6J,INR
B169,2025-10-11,9993,Apple.Store,G61D62D2AU,INR
B170,2025-11-23,1506,Ola India,FXF2RVK2CR,INR
B171,2025-10-28,1501,Uber,EBOT841XRT,INR
B172,2025-10-06,192,indigo,9FZV5WE42P,INR
B173,2025-10-10,984,Flipkart,QHFTLVF797,INR
B174,2025-11-03,15001,Swiggy,B9HJP12Q5T,INR
B175,2025-11-21,25019,AirIndia,9X4AG0331S,INR
B176,2025-10-22,811,Reliance.Mart,CVT6WRBAJ0,INR
B177,2025-11-16,211,IndiGo,G958R5WCTW,INR
B178,2025-10-05,514,Ola,IA313P62V0,INR
B179,2025-11-01,807,AIR INDIA,XTXEO95A89,INR
B180,2025-11-08,222,AMAZON INDIA,PHN6W20GRR,INR
B181,2025-11-07,289,MakeMyTrip,QBZ3RJCXA9,INR
B182,2025-11-11,25004,irctc,6136K3ZIHK,INR
B183,2025-11-25,1522,BigBasket,R84RFW9QHJ,INR
B184,2025-10-02,477,DMart,2IZ8P38CLA,INR
B185,2025-11-23,2490,Reliance.Mart,O6DZ2T882T,INR
B186,2025-11-09,806,Spotify,G1UEEAWVBF,INR
B187,2025-10-07,1011,Spotify India,SKDOAWHCWQ,INR
B188,2025-11-13,497,netflix,YNH3I5PCTN,INR
B189,2025-10-04,982,Google,QLSOB4Y7T5,INR
B190,2025-11-13,189,AMAZON INDIA,SUPYRLUCJK,INR
B191,2025-11-04,784,IRCTC,TPG7QAFGUZ,INR
B192,2025-11-04,1501,uber,L7NC9V01YZ,INR
B193,2025-10-31,2492,Zomato India,3W1QOSHU3S,INR
B194,2025-11-12,24994,ZOMATO,U6NI6494J8,INR
B195,2025-10-27,1012,BigBasket,F387UOZ4AE,INR
B196,2025-11-18,808,Reliance.Mart,KCA1GCVSOV,INR
B197,2025-10-23,1018,Uber,GT98QQ6F41,INR
B198,2025-10-01,5013,Swiggy India,XMS8ESHKLY,INR
B199,2025-10-03,4996,Zomato,696LKUZBLM,INR
B200,2025-10-06,1005,Google Play India,VC8QFHWXE2,INR
B201,2025-11-15,208,Ola India,85OXAHC7S9,INR
B202,2025-11-15,1496,flipkart,ESB5KY5FTE,INR
B203,2025-10-16,24982,Air,WLZBVYK9E1,INR
B204,2025-10-04,1486,Air India India,PHKDQBHSOL,INR
B205,2025-11-22,321,BookMyShow,BCVWKL13LD,INR
B206,2025-10-31,14977,Google.Play,Q4KQ99IC1J,INR
B207,2025-10-12,476,MakeMyTrip,F7NRIDNK03,INR
B208,2025-10-05,988,BigBasket,N59MQIE6ZG,INR
B209,2025-10-26,1486,IndiGo,6CQGFCTE1X,INR
B210,2025-11-07,10018,OLA,Z6KWXJ5965,INR
B211,2025-11-22,493,Air India India,IYBLCKXYWE,INR
B212,2025-10-24,2513,Uber,1W2NH6HYWH,INR
B213,2025-10-11,5012,MakeMyTrip,DJL4YTH2W1,INR
B214,2025-10-14,781,Ola,MXZ2AZONN3,INR
B215,2025-10-09,2522,Uber,C17OU4W820,INR
B216,2025-10-24,1505,BookMyShow,SL0GZRXKNN,INR
B217,2025-11-18,1499,MAKEMYTRIP,AJYRDWPA58,INR
B218,2025-11-20,2495,BigBasket,LX22KF4N9D,INR
B219,2025-10-23,984,Netflix,H694MZFYMI,INR
B220,2025-11-28,271,BigBasket India,9CGL601NJN,INR
B221,2025-10-03,804,Amazon India India,494QW071A6,INR
B222,2025-10-24,490,Ola India,8DTMFK02ND,INR
B223,2025-10-27,497,Ola,TMTE8IVYKT,INR
B224,2025-10-04,500,Air.India,1WYRZ336RI,INR
B225,2025-11-20,822,Zomato,261RPETFQG,INR
B226,2025-10-04,15020,Paytm.Mall,CRUUFVDRO8,INR
B227,2025-10-03,9981,google play,26BR687ZTL,INR
B228,2025-10-03,193,Netflix,7V1FB80VRI,INR
B229,2025-10-21,303,BigBasket India,2WGA9ZAS1D,INR
B230,2025-10-12,308,swiggy,C84GWMZQHB,INR
B231,2025-11-23,305,Reliance.Mart,4K8C9341EM,INR
B232,2025-11-15,816,air india,OI0I8WB5KI,INR
B233,2025-11-28,993,Apple.Store,SVBNVKQ1ZI,INR
B234,2025-10-16,211,MakeMyTrip,XDRUGNMA0J,INR
B235,2025-10-03,5009,Zomato India,AUI1XCI5AT,INR
B236,2025-10-18,24997,APPLE STORE,OEJ6ZMXF66,INR
B237,2025-10-24,4987,IRCTC,PYETZ1BXRA,INR
B238,2025-11-03,14995,Myntra,07ZMLAC3NZ,INR
B239,2025-09-30,496,Spotify,J9X90N1WMB,INR
B240,2025-10-14,9994,Zomato,E5KK9RF2QY,INR
B241,2025-11-25,286,Zomato,03XHMTW7VG,INR
B242,2025-11-25,207,paytm mall,5AO7Q2SDKR,INR
B243,2025-11-06,4994,AmazonIndia,T6B6TFF5S4,INR
B244,2025-10-05,25015,BookMyShow,JTF5H3MCW7,INR
B245,2025-11-03,1494,Swiggy,AM7WU9USW8,INR
B246,2025-11-01,1499,OLA,XJ8SVRBOWI,INR
B247,2025-11-01,24996,DMart,4Z0VDWLJY8,INR
B248,2025-10-16,792,Flipkart,I6QRD2Y1EP,INR
B249,2025-10-10,2474,MakeMyTrip,9AECUIY75Z,INR
B250,2025-11-01,488,PaytmMall,UKBKG5XTR2,INR
B251,2025-10-11,9974,paytm mall,B5XXG5NNR0,INR
B252,2025-11-11,306,MakeMyTrip,7AH23PYLQM,INR
B253,2025-10-20,990,Flipkart,USR2SBSLRS,INR
B254,2025-10-07,14993,RelianceMart,T4E3DP3ZJV,INR
B255,2025-10-22,10021,AmazonIndia,CPX877JI3V,INR
B256,2025-10-07,1014,BIGBASKET,XVUE3QUWFV,INR
B257,2025-10-01,14998,bookmyshow,0OPZ8DTFGG,INR
B258,2025-10-27,498,AppleStore,2A965FKFX5,INR
B259,2025-11-23,15026,Ola,PNJ8H396SE,INR
B260,2025-11-07,1000,IRCTC,SXIMMVPRVW,INR
B261,2025-10-22,494,Air.India,8BF02CDWS6,INR
B262,2025-10-28,808,Swiggy,XPTTDX5W8P,INR
B263,2025-10-01,788,Uber India,4O5R82LU1R,INR
B264,2025-11-13,179,Spotify,GNV1ATBIQJ,INR
B265,2025-10-17,526,uber,FF910C2CTB,INR
B266,2025-11-24,1480,Apple Store India,T43N5F5FLZ,INR
B267,2025-11-26,15007,Apple.Store,TZ7Y63XAEU,INR
B268,2025-10-12,14982,spotify,4DDXFWRETK,INR
B269,2025-11-17,15007,MakeMyTrip,PCMF9PB55S,INR
B270,2025-10-19,10017,Netflix,S7WO2QCPXS,INR
B271,2025-11-15,9989,Reliance,BBXLTA3EDO,INR
B272,2025-10-18,1503,flipkart,0TCJ788YZH,INR
B273,2025-10-15,1519,makemytrip,WIASAK9KPK,INR
B274,2025-10-21,25019,APPLE STORE,RLM7I1RF1M,INR
B275,2025-11-13,189,dmart,ZOAJCRZLCM,INR
B276,2025-11-08,14969,Spotify,9XWGMKUMNQ,INR
B277,2025-10-24,216,Flipkart,VPEWKMK2ZP,INR
B278,2025-11-17,9983,paytm mall,00AASZRY1A,INR
B279,2025-11-10,996,RELIANCE MART,8PENL490VA,INR
B280,2025-10-24,2469,reliance mart,G973THZZ6T,INR
B281,2025-11-17,226,Flipkart,Z59W9CRFLB,INR
B282,2025-10-24,509,Netflix,H10YZVLWV4,INR
B283,2025-11-12,2518,Ola,6CAGKJ6VL5,INR
B284,2025-10-09,15019,Zomato,V4HNMP4G0A,INR
B285,2025-11-22,509,MakeMyTrip,4ER9NE98ZJ,INR
B286,2025-11-20,288,Spotify,QLQR2HD0LT,INR
B287,2025-11-30,513,Zomato India,2Y270PAPZT,INR
B288,2025-11-01,10015,RELIANCE MART,WY4H4G6F96,INR
B289,2025-11-06,2488,dmart,U1L5WYWP5U,INR
B290,2025-10-23,4987,MAKEMYTRIP,AAXCJKE2LC,INR
B291,2025-10-07,10025,MakeMyTrip India,E28AZDM2H2,INR
B292,2025-10-03,195,Swiggy India,D1ZE5QHM3G,INR
B293,2025-11-04,15000,Paytm,UI07F0HS1X,INR
B294,2025-11-05,187,Spotify,TKAAXM34YN,INR
B295,2025-10-13,220,MakeMyTrip India,C7LGLOX1G6,INR
B296,2025-10-14,777,apple store,ZJHGV5PHK8,INR
B297,2025-10-12,312,Zomato,UROIZ9VEQY,INR
B298,2025-10-30,778,IRCTC,QT6LT0U7HT,INR
B299,2025-11-17,810,ZOMATO,43LDHOZY9B,INR
B300,2025-10-13,2507,Ola,5GD2BNZAAM,INR
B301,2025-10-01,307,IndiGo,7BYHOTJT0L,INR
B302,2025-11-16,193,dmart,EIAAU4E212,INR
B303,2025-10-31,187,Swiggy,DL7VC6QTOQ,INR
B304,2025-11-27,1494,zomato,L3CB0T24JI,INR
B305,2025-11-21,1013,Swiggy India,TH8N4P9N0J,INR
B306,2025-11-25,1513,DMart,X8YI2FVL95,INR
B307,2025-11-06,798,Swiggy,Z7G3STF0FY,INR
B308,2025-11-13,817,MakeMyTrip,NK84TG1VSW,INR
B309,2025-11-29,24983,Air,W89ULEC9LO,INR
B310,2025-11-15,476,flipkart,G6OL6LNX6U,INR
B311,2025-11-06,2487,SWIGGY,O0TEMV7I5O,INR
B312,2025-10-05,14988,Myntra,0GECI4X3E1,INR
B313,2025-11-04,9991,Uber,KH11LHIFLZ,INR
B314,2025-10-23,180,BookMyShow,JHXPQLOBVU,INR
B315,2025-10-15,209,IndiGo,YSBPKHFHQI,INR
B316,2025-11-29,517,Swiggy,74Y003XV6D,INR
B317,2025-10-11,1481,netflix,XRNBTF1W14,INR
B318,2025-10-20,202,myntra,HD815KS9RI,INR
B319,2025-10-27,24989,AppleStore,PHSYF1B6O6,INR
B320,2025-10-04,2478,google play,8IYHJ6YEDQ,INR
B321,2025-11-18,24998,BigBasket,I3HF6NEGJG,INR
B322,2025-11-12,10012,AMAZON INDIA,Z42R2LJ5DK,INR
B323,2025-11-14,1489,Paytm.Mall,TF3A6L3N3E,INR
B324,2025-10-16,4995,Swiggy,5R4M6IGUUF,INR
B325,2025-11-03,1002,BigBasket,WVKUABMIHX,INR
B326,2025-10-17,1013,apple store,FGGMS2YXEO,INR
B327,2025-11-30,14999,IndiGo,69NMTKAGSM,INR
B328,2025-10-25,2519,BigBasket India,NBK9NPXJ6U,INR
B329,2025-10-17,996,Apple.Store,9WXOJ8STL2,INR
B330,2025-11-04,2479,Amazon.India,HX91NHRDUY,INR
B331,2025-10-03,200,uber,2PQ69GVGRS,INR
B332,2025-11-14,823,amazon india,QX9EINA9G0,INR
B333,2025-10-10,4984,Spotify,6RR2KDFZ0P,INR
B334,2025-10-14,815,Uber,42XEDZHULV,INR
B335,2025-10-19,5020,Netflix,IIV8TA7MOD,INR
B336,2025-10-01,1476,makemytrip,6NS46O9HY5,INR
B337,2025-11-29,521,IRCTC,EDDHSNARJT,INR
B338,2025-11-13,320,SWIGGY,RD3T1PDLJO,INR
B339,2025-11-16,189,indigo,NQNOMC1H01,INR
B340,2025-11-02,807,Spotify,ONLDRHJQQ3,INR
B341,2025-11-21,14991,Myntra,R667HVLEQX,INR
B342,2025-11-26,185,IndiGo India,3HL2H4QMX8,INR
B343,2025-10-06,1515,BOOKMYSHOW,0FGUCFQBJK,INR
B344,2025-10-01,10022,Air.India,6E9O0NHN3N,INR
B345,2025-10-24,288,IndiGo,M4RSV2W364,INR
B346,2025-10-01,1012,MakeMyTrip,9RCFDUFYJD,INR
B347,2025-10-12,25004,Reliance.Mart,9MF25OM0GP,INR
B348,2025-11-15,5013,Spotify,XNR9OD22ZK,INR
B349,2025-11-15,316,AMAZON INDIA,KE7PK82HCF,INR
B350,2025-10-27,10010,Flipkart,CF4CHB0JBV,INR
B351,2025-11-24,2475,AirIndia,60UPJIN5C3,INR
B352,2025-10-06,791,Myntra,1N43A8MSH3,INR
B353,2025-10-09,1510,Amazon India India,E1QCL2A6RM,INR
B354,2025-11-03,24998,SWIGGY,YEFUQ0RDJ7,INR
B355,2025-10-08,25004,Spotify India,R07WZ4X2XL,INR
B356,2025-11-26,2485,Myntra India,2V5S2C6KSI,INR
B357,2025-11-12,15009,Ola,POR714MBRL,INR
B358,2025-10-21,190,google play,E23L5NVVTZ,INR
B359,2025-11-13,508,AirIndia,SEIOK1G6UK,INR
B360,2025-10-14,24978,Ola,Y6V6C9BREG,INR
B361,2025-10-13,25014,paytm mall,T7ZS0346BZ,INR
B362,2025-11-15,14972,Swiggy,WXXOF5JGTC,INR
B363,2025-10-27,14993,MYNTRA,8QH7JE07S2,INR
B364,2025-10-21,25009,Uber,6WE84RVO8G,INR
B365,2025-10-30,802,Swiggy,PCZS55YBSO,INR
B366,2025-11-28,15007,swiggy,ZAPE3WGYS0,INR
B367,2025-11-19,9997,Netflix,CGYSEZIXF6,INR
B368,2025-11-18,2477,Netflix,H4AQ8LUXHG,INR
B369,2025-11-16,803,Paytm Mall India,QRA9133CFI,INR
B370,2025-11-15,14983,Apple.Store,5D4OOUW3AO,INR
B371,2025-11-10,24994,Myntra,PAQNIZ9D80,INR
B372,2025-11-09,196,AirIndia,QT9SSIYD7V,INR
B373,2025-10-27,789,Reliance,HJ7TUAH0G1,INR
B374,2025-10-06,211,dmart,Q182VQ3IRT,INR
B375,2025-10-12,512,amazon india,ZZAIKFEJOD,INR
B376,2025-11-22,808,Netflix India,N25XO7CB5C,INR
B377,2025-10-11,2497,Paytm Mall India,ZIY2TZ4XDS,INR
B378,2025-10-08,523,Air India India,03YNTNM4RZ,INR
B379,2025-11-30,271,MakeMyTrip India,EHZCSI2604,INR
B380,2025-10-05,25009,ola,C4E1791HDF,INR
B381,2025-10-23,1009,Apple,RRH3AS3KF6,INR
B382,2025-10-01,2484,Apple.Store,71XBUSBGRR,INR
B383,2025-11-21,4979,Air,2OOSSD9NHR,INR
B384,2025-11-27,1471,GooglePlay,7GQWPDB685,INR
B385,2025-10-06,14996,BookMyShow,F1BF1IWME6,INR
B386,2025-11-28,1492,BigBasket,3VV41XG2AA,INR
B387,2025-10-18,508,Myntra,9K6XVC5SVG,INR
B388,2025-11-17,502,Zomato India,WVWDJ7BL50,INR
B389,2025-10-12,9993,Uber,S2QSJJ69I6,INR
B390,2025-11-16,821,Reliance.Mart,VD37Y6437B,INR
B391,2025-10-21,1513,IndiGo,J1NHUVB973,INR
B392,2025-11-19,306,IRCTC India,7JY4VR8RC4,INR
B393,2025-11-17,2509,Swiggy,AAIGEYCIUX,INR
B394,2025-11-21,9988,PAYTM MALL,NZ8BZZDFCE,INR
B395,2025-11-27,9986,Google.Play,90PWXJL8B7,INR
B396,2025-11-17,15010,MakeMyTrip,H3AOTGPU2G,INR
B397,2025-11-25,24994,MYNTRA,69C2180BDI,INR
B398,2025-10-10,14982,IndiGo,4KL9YU2IUQ,INR
B399,2025-10-10,492,GOOGLE PLAY,2JZGTRSCP4,INR
B400,2025-10-12,508,IRCTC,3JT4DUS6X5,INR
B401,2025-11-17,999,INDIGO,GB3N6SQ8Y1,INR
B402,2025-11-29,516,Flipkart,9YOC7LGOE9,INR
B403,2025-11-04,5014,netflix,5VJKLCB81L,INR
B404,2025-10-18,804,swiggy,7LHGDSALL3,INR
B405,2025-11-18,2493,MakeMyTrip,IAJDO9OJVO,INR
B406,2025-10-15,1507,Paytm Mall India,UJ9QOX32QS,INR
B407,2025-10-07,1484,MakeMyTrip,ADVGC7QJE6,INR
B408,2025-11-18,798,Reliance,Q119IWI1MV,INR
B409,2025-11-17,5011,swiggy,MWP1K0GEDC,INR
B410,2025-10-13,25005,MakeMyTrip India,8NNX3KJJQR,INR
B411,2025-10-28,812,Flipkart,DGOX1DIM4O,INR
B412,2025-10-07,282,dmart,SVBF8QRU1O,INR
B413,2025-11-07,292,BookMyShow,0890CA6TDB,INR
B414,2025-11-20,214,BigBasket,ILFMO67HD8,INR
B415,2025-10-08,4977,Ola,4CBZB5VZ95,INR
B416,2025-11-18,1010,Paytm,4C3UEZ75GT,INR
B417,2025-10-21,1011,Swiggy,P2EGD63Q85,INR
B418,2025-10-25,207,air india,69CI22RMW6,INR
B419,2025-11-11,5009,GOOGLE PLAY,HL7V1JWNVF,INR
B420,2025-10-29,5018,air india,GYG4DTL0SB,INR
B421,2025-10-27,311,IRCTC,JP8O4X6591,INR
B422,2025-10-05,317,PAYTM MALL,BZK163JKZV,INR
B423,2025-11-24,25002,Uber,1PC2HAP1G6,INR
B424,2025-10-03,15006,Ola,FLXFBIMD6P,INR
B425,2025-10-30,314,BookMyShow,FZRIE6A00Z,INR
B426,2025-11-12,814,MakeMyTrip India,Z0XJ3VBD6Y,INR
B427,2025-10-16,1488,Paytm,ZZIAGIOF7K,INR
B428,2025-10-20,502,IndiGo,5IHSQCJ5IY,INR
B429,2025-10-13,4973,SPOTIFY,BAOHOS0ENQ,INR
B430,2025-10-05,1514,makemytrip,HOW9LKV24Z,INR
B431,2025-11-26,193,Ola India,SEVLRN2NFT,INR
B432,2025-11-03,10006,Reliance.Mart,6OMAY5MIG0,INR
B433,2025-10-22,5018,IRCTC,AEJX5PW290,INR
B434,2025-10-19,1005,GOOGLE PLAY,FLQK3NJH3V,INR
B435,2025-11-09,15001,IRCTC,7ZI8BAT2UL,INR
